superficie_afectada_por_incendios_anio;superficie_afectada_por_incendios_provincia;superficie_afectada_por_incendios_total_hectareas;superficie_afectada_por_incendios_bosque_nativo_hectareas;superficie_afectada_por_incendios_bosque_cultivado_hectareas;superficie_afectada_por_incendios_arbustal_hectareas;superficie_afectada_por_incendios_pastizal_hectareas;superficie_afectada_por_incendios_sin_determinar_hectareas;;;;;;;;;;;;;;;;;;
2006;Córdoba;61769;23498;124;15160;22987;0;;;;;;;;;;;;;;;;;;
2006;Corrientes;7370;0;7370;0;0;0;;;;;;;;;;;;;;;;;;
2006;Entre Ríos;4804.9;344.9;2856.9;870.1;733;0;;;;;;;;;;;;;;;;;;
2006;Formosa;1691;0;0;94;1597;0;;;;;;;;;;;;;;;;;;
2006;Jujuy;5875439;31435;14695;107544;5721765;0;;;;;;;;;;;;;;;;;;
2006;La Pampa;137390;34170;200;56690;46330;0;;;;;;;;;;;;;;;;;;
2006;La Rioja;7678;7500;0;0;178;0;;;;;;;;;;;;;;;;;;
2006;Mendoza;60499.8;4906;395.9;12302.49;42895.41;0;;;;;;;;;;;;;;;;;;
2006;Misiones;2955.71;23.5;848.55;20.1;2063.56;0;;;;;;;;;;;;;;;;;;
2006;Neuquén;76645205;6002152;2228136;43686026;24728105;0.0786;;;;;;;;;;;;;;;;;;
2006;Río Negro;141791431;1422212615;186461;61491508;658913358;0;;;;;;;;;;;;;;;;;;
2006;Salta;41162.5;8060;1924.5;12980.5;18197.5;0;;;;;;;;;;;;;;;;;;
2006;San Juan;656;0;0;121.75;534.25;0;;;;;;;;;;;;;;;;;;
2006;San Luis;20832;8440;0;0;12392;0;;;;;;;;;;;;;;;;;;
2006;Santa Cruz;3125521;1.5;2075;1581.45;1540496;0;;;;;;;;;;;;;;;;;;
2006;Santa Fe;3047;100;607;75;2265;0;;;;;;;;;;;;;;;;;;
2006;Santiago del Estero;15000;12300;0;0;2700;0;;;;;;;;;;;;;;;;;;
2006;Tierra del Fuego;0.76425;0.40025;0.004;0;0;0.36;;;;;;;;;;;;;;;;;;
2006;Tucumán;2146.8;0;98;139.3;1909.5;0;;;;;;;;;;;;;;;;;;
2007;Buenos Aires;191064766;1392.15;15530701;267945;158933115;0;;;;;;;;;;;;;;;;;;
2007;Catamarca;24754.6;0;59;4745.7;19949.9;0;;;;;;;;;;;;;;;;;;
2007;Chaco;26213.1;3559;0;373;22281.1;0;;;;;;;;;;;;;;;;;;
2007;Chubut;7564165;470985;2135893;2908255;2049032;0;;;;;;;;;;;;;;;;;;
2007;Ciudad Autónoma de Buenos Aires;80232;0;0.002;0;80212;0;;;;;;;;;;;;;;;;;;
2007;Córdoba;11369;4371;0;472;6526;0;;;;;;;;;;;;;;;;;;
2007;Corrientes;569000009;25;0.000006;29;515000003;0;;;;;;;;;;;;;;;;;;
2007;Entre Ríos;549.32;79.5;150;96.82;223;0;;;;;;;;;;;;;;;;;;
2007;Formosa;3056;16;4;31;3005;0;;;;;;;;;;;;;;;;;;
2007;Jujuy;14982397;394906;5456501;2842985;6288005;0;;;;;;;;;;;;;;;;;;
2007;La Pampa;22255;7156;500;10888;3711;0;;;;;;;;;;;;;;;;;;
2007;La Rioja;200;19;8;67;106;0;;;;;;;;;;;;;;;;;;
2007;Mendoza;16167;1671.6;12;5169.3;9314.1;0;;;;;;;;;;;;;;;;;;
2007;Misiones;295.5;0;37;20;238.5;0;;;;;;;;;;;;;;;;;;
2007;Neuquén;11537748;2944942;230053;54645686;55486322;0;;;;;;;;;;;;;;;;;;
2007;Río Negro;435448262;245282;1068294;1843412104;2507549405;0;;;;;;;;;;;;;;;;;;
2007;Salta;36809;6993;1206;11717;16893;0;;;;;;;;;;;;;;;;;;
2007;San Juan;1346;0;0;160.75;1185.25;0;;;;;;;;;;;;;;;;;;
2007;San Luis;25660;4884;0;8571;12205;0;;;;;;;;;;;;;;;;;;
2007;Santa Cruz;9023826;2.1;1.5;1816451;7203775;0;;;;;;;;;;;;;;;;;;
2007;Santa Fe;2794;98;95;519;2082;0;;;;;;;;;;;;;;;;;;
2007;Santiago del Estero;4545;0;0;950;3595;0;;;;;;;;;;;;;;;;;;
2007;Tierra del Fuego;1553396;185496;0;3.84;8969;0.87;;;;;;;;;;;;;;;;;;
2007;Tucumán;861.6;39.5;2.5;160.3;659.3;0;;;;;;;;;;;;;;;;;;
2008;Buenos Aires;688243728;20832608;104623103;22041886;540746131;0;;;;;;;;;;;;;;;;;;
2008;Catamarca;12544.6;2840;274.4;5135.4;4294.8;0;;;;;;;;;;;;;;;;;;
2008;Chaco;2873;718;0;246;1909;0;;;;;;;;;;;;;;;;;;
2008;Chubut;92867839;3459093;7798636;15360977;35117296;0;;;;;;;;;;;;;;;;;;
2008;Ciudad Autónoma de Buenos Aires;23351;0.3;0;0.0044;20307;0;;;;;;;;;;;;;;;;;;
2008;Córdoba;61541.65;15603;2;18228;27708.65;0;;;;;;;;;;;;;;;;;;
2008;Corrientes;8053;2880;3161;0;2012;0;;;;;;;;;;;;;;;;;;
2008;Entre Ríos;77893.1;2037.1;1314.6;27341.7;47199.7;0;;;;;;;;;;;;;;;;;;
2008;Formosa;4165;30;0;131;4004;0;;;;;;;;;;;;;;;;;;
2008;Jujuy;26465747;1909302;3918082;13995721;6642642;0;;;;;;;;;;;;;;;;;;
2008;La Pampa;97486;41315;0;22166;34005;0;;;;;;;;;;;;;;;;;;
2008;La Rioja;1016.6;70.1;0;324.9;621.6;0;;;;;;;;;;;;;;;;;;
2008;Mendoza;88526.5;826.5;1.3;10016.3;77682.4;0;;;;;;;;;;;;;;;;;;
2008;Misiones;1473.45;83.1;385.15;238.05;767.15;0;;;;;;;;;;;;;;;;;;
2008;Neuquén;8723658;1356535;331067;21711636;48648924;0;;;;;;;;;;;;;;;;;;
2008;Río Negro;203485123;78963;2027808;566878696;1465155099;0;;;;;;;;;;;;;;;;;;
2008;Salta;27391;4428;1294;8554;13115;0;;;;;;;;;;;;;;;;;;
2008;San Juan;1122.75;120;15;148;839.75;0;;;;;;;;;;;;;;;;;;
2008;San Luis;24150;3070;2000;0;19080;0;;;;;;;;;;;;;;;;;;
2008;Santa Cruz;55298.9;3.25;0;33455.84;21839.81;0;;;;;;;;;;;;;;;;;;
2008;Santa Fe;5001;234;179;284;4304;0;;;;;;;;;;;;;;;;;;
2008;Santiago del Estero;24633;0;0;3773;20860;0;;;;;;;;;;;;;;;;;;
2008;Tierra del Fuego;7395377;4846275;0;0.094;60508;2488.5;;;;;;;;;;;;;;;;;;
2008;Tucumán;244.6;19.5;0;40.5;184.6;0;;;;;;;;;;;;;;;;;;
2009;Buenos Aires;340778905;10031.72;19399241;2855145;218207319;0;;;;;;;;;;;;;;;;;;
2009;Catamarca;54253.4;7604.95;5429.25;6611.45;34607.75;0;;;;;;;;;;;;;;;;;;
2009;Chaco;3442;875;0;241;2326;0;;;;;;;;;;;;;;;;;;
2009;Chubut;36782744;1068157;280316236;13840607;945740464;0;;;;;;;;;;;;;;;;;;
2009;Ciudad Autónoma de Buenos Aires;65.47;5;0;5;55.06;0.41;;;;;;;;;;;;;;;;;;
2009;Córdoba;70247;21884;120;10500;37743;0;;;;;;;;;;;;;;;;;;
2009;Corrientes;15560;545;5037;3;9975;0;;;;;;;;;;;;;;;;;;
2009;Entre Ríos;804;0;252;0;552;0;;;;;;;;;;;;;;;;;;
2009;Formosa;1378.31;0;0;152;1226.31;0;;;;;;;;;;;;;;;;;;
2009;Jujuy;1668.01;334.36;2749625;388336;6703515;0;;;;;;;;;;;;;;;;;;
2009;La Pampa;24926;12386;40;2500;10000;0;;;;;;;;;;;;;;;;;;
2009;La Rioja;3980;100;0;1010;2870;0;;;;;;;;;;;;;;;;;;
2009;Mendoza;25295.75;243.5;2;5485.15;19565.1;0;;;;;;;;;;;;;;;;;;
2009;Misiones;1477.6;248;507.5;83.55;638.55;0;;;;;;;;;;;;;;;;;;
2009;Neuquén;2094689;295454;49328;28945;1460457;0;;;;;;;;;;;;;;;;;;
2009;Río Negro;147539543;132161471;80827983;385023312;877382663;0;;;;;;;;;;;;;;;;;;
2009;Salta;35051;4555;1116;11081;18299;0;;;;;;;;;;;;;;;;;;
2009;San Juan;1164.5;0;0;125.5;1039;0;;;;;;;;;;;;;;;;;;
2009;San Luis;486563;37445;0;324669;124449;0;;;;;;;;;;;;;;;;;;
2009;Santa Cruz;98482038;0.0013;0;5095.55;47526525;0;;;;;;;;;;;;;;;;;;
2009;Santa Fe;3887;22;293;62;3510;0;;;;;;;;;;;;;;;;;;
2009;Santiago del Estero;39540;8090;0;4800;26650;0;;;;;;;;;;;;;;;;;;
2009;Tierra del Fuego;353937;34.36;0;0.5311;0.5026;0;;;;;;;;;;;;;;;;;;
2009;Tucumán;4993.25;804;90;882;3217.25;0;;;;;;;;;;;;;;;;;;
2010;Buenos Aires;86706388;1450.5;551;513.5;61556388;0;;;;;;;;;;;;;;;;;;
2010;Catamarca;158306013;564.18;0;16832708;135831505;0;;;;;;;;;;;;;;;;;;
2010;Chaco;3917.03;972.5;507;209;2228.53;0;;;;;;;;;;;;;;;;;;
2010;Chubut;126195417;17561015;26358605;52873628;53124913;0;;;;;;;;;;;;;;;;;;
2010;Ciudad Autónoma de Buenos Aires;0.48;0;0;0;0.48;0;;;;;;;;;;;;;;;;;;
2010;Córdoba;10305;2233;790;0;7282;0;;;;;;;;;;;;;;;;;;
2010;Corrientes;820.42;0;38.42;4;717.9;60.1;;;;;;;;;;;;;;;;;;
2010;Entre Ríos;1692.2;801.5;310.5;35;545.2;0;;;;;;;;;;;;;;;;;;
2010;Jujuy;27144.97;24461;235.18;549.11;1899.68;0;;;;;;;;;;;;;;;;;;
2010;La Pampa;18391;1360;190;874;15967;0;;;;;;;;;;;;;;;;;;
2010;La Rioja;29271;0;130;5467;23674;0;;;;;;;;;;;;;;;;;;
2010;Mendoza;54196.05;3712;156.9;5528.45;44798.7;0;;;;;;;;;;;;;;;;;;
2010;Misiones;546;3;80.5;74.5;388;0;;;;;;;;;;;;;;;;;;
2010;Neuquén;5952392;51054;187709;916681;4796948;0;;;;;;;;;;;;;;;;;;
2010;Río Negro;64520109;827666;615953;18174976;44901514;0;;;;;;;;;;;;;;;;;;
2010;Salta;3945;379;161;462.5;2942.5;0;;;;;;;;;;;;;;;;;;
2010;San Juan;1087.25;0;0;151.75;935.5;0;;;;;;;;;;;;;;;;;;
2010;San Luis;32325;9780;0;9143;13402;0;;;;;;;;;;;;;;;;;;
2010;Santa Cruz;40.75;3.5;0;7.75;29.5;0;;;;;;;;;;;;;;;;;;
2010;Santa Fe;2767;18;201;236;2312;0;;;;;;;;;;;;;;;;;;
2010;Santiago del Estero;5395;1050;0;0;4345;0;;;;;;;;;;;;;;;;;;
2010;Tierra del Fuego;5.96;2553;0;2.81;0.597;0;;;;;;;;;;;;;;;;;;
2011;Buenos Aires;33540329;2290483;656781;90.3;23779036;0;;;;;;;;;;;;;;;;;;
2011;Catamarca;12723.35;4165;0;4346605;4211745;0;;;;;;;;;;;;;;;;;;
2011;Chaco;8848055;2526;503;245;5574055;0;;;;;;;;;;;;;;;;;;
2011;Chubut;416913708;1236286199;226135832;1272691574;1434023477;0;;;;;;;;;;;;;;;;;;
2011;Ciudad Autónoma de Buenos Aires;77725;1.43;0;1;53425;0;;;;;;;;;;;;;;;;;;
2011;Córdoba;71293;24569;0;5778;40946;0;;;;;;;;;;;;;;;;;;
2011;Corrientes;5876.2;0;1359.3;20;4304.5;192.4;;;;;;;;;;;;;;;;;;
2011;Entre Ríos;2025;34;0;21;1970;0;;;;;;;;;;;;;;;;;;
2011;Formosa;2414.9;338.4;0;317;1759.5;0;;;;;;;;;;;;;;;;;;
2011;Jujuy;1342425;327255;82735;143405;789.03;0;;;;;;;;;;;;;;;;;;
2011;La Pampa;78022;7300;150;3000;67572;0;;;;;;;;;;;;;;;;;;
2011;La Rioja;1390;0;0;70;1320;0;;;;;;;;;;;;;;;;;;
2011;Mendoza;10907.65;427.3;1;2303.25;8176.1;0;;;;;;;;;;;;;;;;;;
2011;Misiones;502;14.5;149.5;33.5;304.5;0;;;;;;;;;;;;;;;;;;
2011;Neuquén;10682692;6711159;2838518;50452993;4682425;0;;;;;;;;;;;;;;;;;;
2011;Río Negro;153547234;477943;1102869;623291157;910600371;0;;;;;;;;;;;;;;;;;;
2011;Salta;1909.4;166.75;117.75;170.65;1454.25;0;;;;;;;;;;;;;;;;;;
2011;San Juan;20136;20;280;301.5;19534.5;0;;;;;;;;;;;;;;;;;;
2011;San Luis;18600;4218;0;5842;8540;0;;;;;;;;;;;;;;;;;;
2011;Santa Cruz;62.64;1.61;0;22.03;39;0;;;;;;;;;;;;;;;;;;
2011;Santa Fe;24902871;61.7;196.82;138;20937671;0;;;;;;;;;;;;;;;;;;
2011;Santiago del Estero;10953619;7388.29;0;0;3565329;0;;;;;;;;;;;;;;;;;;
2011;Tierra del Fuego;966165;797715;0;10.51;6335;0;;;;;;;;;;;;;;;;;;
2012;Buenos Aires;981254;0.3;10.27;4;835554;0;;;;;;;;;;;;;;;;;;
2012;Catamarca;4651.49;3.6;5.45;590525;4051915;0;;;;;;;;;;;;;;;;;;
2012;Chaco;7770.9;4317;138;60;3255.9;0;;;;;;;;;;;;;;;;;;
2012;Chubut;46983755;33056521;2612526;4123153;7191555;0;;;;;;;;;;;;;;;;;;
2012;Ciudad Autónoma de Buenos Aires;0.4831;0.0049;0;0.004;0.4742;0;;;;;;;;;;;;;;;;;;
2012;Córdoba;11130;4036;0;295;6799;0;;;;;;;;;;;;;;;;;;
2012;Corrientes;35568245;0;769.5;0;27873245;0;;;;;;;;;;;;;;;;;;
2012;Entre Ríos;2422.8;1590.8;481.5;19;331.5;0;;;;;;;;;;;;;;;;;;
2012;Formosa;5959.2;0;0;320;5639.2;0;;;;;;;;;;;;;;;;;;
2012;Jujuy;8674.78;1503.47;750.16;1004025;5417125;0;;;;;;;;;;;;;;;;;;
2012;La Pampa;30202;14644;0;500;15058;0;;;;;;;;;;;;;;;;;;
2012;La Rioja;391;6;26;7;352;0;;;;;;;;;;;;;;;;;;
2012;Mendoza;70062503;259.6;90001;1152.75;55849002;0;;;;;;;;;;;;;;;;;;
2012;Misiones;2143;220;445;274.5;1203.5;0;;;;;;;;;;;;;;;;;;
2012;Neuquén;160575545;3969812;6305958;65969585;8433019;0;;;;;;;;;;;;;;;;;;
2012;Río Negro;309347368;3755548;636947;97395162;173759779;0;;;;;;;;;;;;;;;;;;
2012;Salta;1797565;114.85;67.71;319.07;1295935;0;;;;;;;;;;;;;;;;;;
2012;San Juan;635.5;3;19.5;48;565;0;;;;;;;;;;;;;;;;;;
2012;San Luis;50201;5841;0;9868;34492;0;;;;;;;;;;;;;;;;;;
2012;Santa Cruz;204990206;1000;11000;8419.5;795206;0;;;;;;;;;;;;;;;;;;
2012;Santa Fe;2530.5;5;115;164;2246.5;0;;;;;;;;;;;;;;;;;;
2012;Santiago del Estero;8970;5510;0;0;3460;0;;;;;;;;;;;;;;;;;;
2012;Tierra del Fuego;2575845;2575.18;0;0.07;0.595;0;;;;;;;;;;;;;;;;;;
2012;Tucumán;1992;58;0;458;1476;0;;;;;;;;;;;;;;;;;;
2013;Buenos Aires;1967872;37.9;11522;15.3;1903.15;0;;;;;;;;;;;;;;;;;;
2013;Catamarca;6507.39;158.85;0;2087986;4260554;0;;;;;;;;;;;;;;;;;;
2013;Chaco;8852019;710;868;2001;7272018;0;;;;;;;;;;;;;;;;;;
2013;Chubut;106919;68639;0.674;30344;7262;0;;;;;;;;;;;;;;;;;;
2013;Ciudad Autónoma de Buenos Aires;323348;0;0;0.004;323308;0;;;;;;;;;;;;;;;;;;
2013;Córdoba;105179;25620;7000;3550;69009;0;;;;;;;;;;;;;;;;;;
2013;Corrientes;1103208;154;756.5;26.5;166208;0;;;;;;;;;;;;;;;;;;
2013;Entre Ríos;11840;1185;324;41;10290;0;;;;;;;;;;;;;;;;;;
2013;Formosa;11292.77;764;0;7318;3210.77;0;;;;;;;;;;;;;;;;;;
2013;Jujuy;320417785;18307618;1833365;65296875;5371108;0;;;;;;;;;;;;;;;;;;
2013;La Pampa;83360;44756;700;9437;28467;0;;;;;;;;;;;;;;;;;;
2013;La Rioja;506;0;50;16;440;0;;;;;;;;;;;;;;;;;;
2013;Mendoza;77017.95;1776.3;4518.5;21238.75;49484.4;0;;;;;;;;;;;;;;;;;;
2013;Misiones;870;8;47.5;137;677.5;0;;;;;;;;;;;;;;;;;;
2013;Neuquén;24492974;14323083;156498;4412225;5601168;0;;;;;;;;;;;;;;;;;;
2013;Río Negro;173212202;60967;1001649;20598794;145515059;0;;;;;;;;;;;;;;;;;;
2013;Salta;18146136;0;0.67;1197996;16947.47;0;;;;;;;;;;;;;;;;;;
2013;San Juan;451.5;80;0.5;63.5;307.5;0;;;;;;;;;;;;;;;;;;
2013;San Luis;54693;1617;0;24425;28651;0;;;;;;;;;;;;;;;;;;
2013;Santa Cruz;1504.15;1;0;456.5;1046.65;0;;;;;;;;;;;;;;;;;;
2013;Santa Fe;2478;132;86;86;2174;0;;;;;;;;;;;;;;;;;;
2013;Santiago del Estero;6062;3270;0;0;2792;0;;;;;;;;;;;;;;;;;;
2013;Tierra del Fuego;100258;27554;0;0.845;64254;0;;;;;;;;;;;;;;;;;;
2013;Tucumán;6429;104;0;0;6325;0;;;;;;;;;;;;;;;;;;
2014;Buenos Aires;661035538;4881792;533.21;14996016;591889502;0;;;;;;;;;;;;;;;;;;
2014;Catamarca;10366.62;3.4;8;1097.33;9257.89;0;;;;;;;;;;;;;;;;;;
2014;Chaco;5244.8;72;78.5;133;4961.3;0;;;;;;;;;;;;;;;;;;
2014;Chubut;1477329;10315;1991;329404;111.77;0;;;;;;;;;;;;;;;;;;
2014;Ciudad Autónoma de Buenos Aires;0.199;0;0;0.009;0.19;0;;;;;;;;;;;;;;;;;;
2014;Córdoba;4196;0;0;200;3996;0;;;;;;;;;;;;;;;;;;
2014;Corrientes;1639987;54.23;1018;25;542757;0;;;;;;;;;;;;;;;;;;
2014;Entre Ríos;1536;517;83;5;931;0;;;;;;;;;;;;;;;;;;
2014;Formosa;7820889;10785;0;207457;7602647;0;;;;;;;;;;;;;;;;;;
2014;Jujuy;1447725;20.58;24525;143235;1259385;0;;;;;;;;;;;;;;;;;;
2014;La Pampa;490635.4;143008.8;16.8;216073.17;131536.63;0;;;;;;;;;;;;;;;;;;
2014;La Rioja;1814;0;72;6;1736;0;;;;;;;;;;;;;;;;;;
2014;Mendoza;66156;2809.5;0;11003;52343.5;0;;;;;;;;;;;;;;;;;;
2014;Misiones;959;32;94;211;622;0;;;;;;;;;;;;;;;;;;
2014;Neuquén;6266721;311097;243145;2796117;2916362;0;;;;;;;;;;;;;;;;;;
2014;Río Negro;493736763;4339;4296;146970964;346679449;0;;;;;;;;;;;;;;;;;;
2014;Salta;1614985;12;0;71.46;1531525;0;;;;;;;;;;;;;;;;;;
2014;San Juan;566;0;0;15.5;550.5;0;;;;;;;;;;;;;;;;;;
2014;San Luis;52493;2530;0;448;49515;0;;;;;;;;;;;;;;;;;;
2014;Santa Cruz;277024;184.92;0;46.04;46064;0;;;;;;;;;;;;;;;;;;
2014;Santa Fe;739;0;90;1;648;0;;;;;;;;;;;;;;;;;;
2014;Santiago del Estero;1471;27;47;290;1107;0;;;;;;;;;;;;;;;;;;
2014;Tierra del Fuego;89819;0.535;0;0.56589;788101;0;;;;;;;;;;;;;;;;;;
2014;Tucumán;120;0;0;40;80;0;;;;;;;;;;;;;;;;;;
2015;Buenos Aires;57300447;172.5;791.65;986507;4667244;0;;;;;;;;;;;;;;;;;;
2015;Catamarca;10851.78;84365;547775;25244025;82641635;0;;;;;;;;;;;;;;;;;;
2015;Chaco;4219.5;25;110;41;4043.5;0;;;;;;;;;;;;;;;;;;
2015;Chubut;403469768;26986.85;1952255;6600596;65643053;0;;;;;;;;;;;;;;;;;;
2015;Ciudad Autónoma de Buenos Aires;60042;0;0;0.003;60012;0;;;;;;;;;;;;;;;;;;
2015;Córdoba;1280;720;50;0;510;0;;;;;;;;;;;;;;;;;;
2015;Corrientes;12227;0;0;0;12227;0;;;;;;;;;;;;;;;;;;
2015;Entre Ríos;1530;503;24;46;957;0;;;;;;;;;;;;;;;;;;
2015;Formosa;794.44;5.99;20.65;231.8;536;0;;;;;;;;;;;;;;;;;;
2015;Jujuy;19083521;48775;445513;3496684;14653574;0;;;;;;;;;;;;;;;;;;
2015;La Pampa;213804;92782;5;85109.75;35039.25;868;;;;;;;;;;;;;;;;;;
2015;La Rioja;511;0;58;26;427;0;;;;;;;;;;;;;;;;;;
2015;Mendoza;19788.35;1025.6;86;5203.35;13473.4;0;;;;;;;;;;;;;;;;;;
2015;Misiones;378;0;43;84;251;0;;;;;;;;;;;;;;;;;;
2015;Neuquén;205644929;10274;25354;102392449;103216852;0;;;;;;;;;;;;;;;;;;
2015;Río Negro;105108.23;4721546;3223915;3756789844;6746087698;0;;;;;;;;;;;;;;;;;;
2015;Salta;1094448;34468;2.61;218.56;838.81;0;;;;;;;;;;;;;;;;;;
2015;San Juan;591.25;0;5;52;534.25;0;;;;;;;;;;;;;;;;;;
2015;San Luis;33198;3555;1835;9941;17867;0;;;;;;;;;;;;;;;;;;
2015;Santa Cruz;158.5;0.5;1.5;64;92.5;0;;;;;;;;;;;;;;;;;;
2015;Santa Fe;1177;127;38;73;939;0;;;;;;;;;;;;;;;;;;
2015;Santiago del Estero;1975;591;5;834;545;0;;;;;;;;;;;;;;;;;;
2015;Tierra del Fuego;5362;2212;0;0.8407;23093;0;;;;;;;;;;;;;;;;;;
2015;Tucumán;115.3;0;0;25.5;89.8;0;;;;;;;;;;;;;;;;;;
2016;Buenos Aires;592958892;20586013;404.26;3555001;564775278;0;;;;;;;;;;;;;;;;;;
2016;Catamarca;27495688;1396371;171572;3872778;22054967;0;;;;;;;;;;;;;;;;;;
2016;Chaco;9129.2;15;25;8;9081.2;0;;;;;;;;;;;;;;;;;;
2016;Chubut;95523275;63273032;419306;25168042;6662895;0;;;;;;;;;;;;;;;;;;
2016;Ciudad Autónoma de Buenos Aires;12629;0;0;0;12629;0;;;;;;;;;;;;;;;;;;
2016;Córdoba;3540.7;316.7;0;873.1;2350.9;0;;;;;;;;;;;;;;;;;;
2016;Corrientes;9980;1400;0;0;8580;0;;;;;;;;;;;;;;;;;;
2016;Entre Ríos;3030;1126;19;150;1735;0;;;;;;;;;;;;;;;;;;
2016;Formosa;614901;0;0;133071;481.83;0;;;;;;;;;;;;;;;;;;
2016;Jujuy;2010155;470875;53.35;749.96;735.97;0;;;;;;;;;;;;;;;;;;
2016;La Pampa;615182;157249.9;18.5;243851.1;214062.5;0;;;;;;;;;;;;;;;;;;
2016;La Rioja;334;0;0;9;325;0;;;;;;;;;;;;;;;;;;
2016;Mendoza;93529.3;4498.5;884.5;13664.9;74481.4;0;;;;;;;;;;;;;;;;;;
2016;Misiones;2665;30;14;152;2469;0;;;;;;;;;;;;;;;;;;
2016;Neuquén;383560624;379074;10631;8929533;374145707;0;;;;;;;;;;;;;;;;;;
2016;Río Negro;601759072;6707025;115113;123504063;477469193;0;;;;;;;;;;;;;;;;;;
2016;Salta;46658188;3105635;529.5;525.4;33003553;0;;;;;;;;;;;;;;;;;;
2016;San Juan;2099.5;0;160;1.25;1938.25;0;;;;;;;;;;;;;;;;;;
2016;San Luis;97861;123;0;18344;79394;0;;;;;;;;;;;;;;;;;;
2016;Santa Cruz;1035.63;31.4;0;473.6;530.63;0;;;;;;;;;;;;;;;;;;
2016;Santa Fe;1107;102;87;98;820;0;;;;;;;;;;;;;;;;;;
2016;Santiago del Estero;1675;34;0;782;859;0;;;;;;;;;;;;;;;;;;
2016;Tierra del Fuego;100235;50957;0;0.6995;42283;0;;;;;;;;;;;;;;;;;;
2016;Tucumán;90;0;0;0;90;0;;;;;;;;;;;;;;;;;;
2017;Buenos Aires;7696.472;2.313.706;358.615;550.037;70.514.827;0;;;;;;;;;;;;;;;;;;
2017;Catamarca;45170.1199;0.826;390.599;813.9684;43964.7265;0;;;;;;;;;;;;;;;;;;
2017;Chaco;4923.988;1243;167;323.43;3190.558;0;;;;;;;;;;;;;;;;;;
2017;Chubut;521.4405;186.664;17.3894;186.4844;130.9027;0;;;;;;;;;;;;;;;;;;
2017;Ciudad Autónoma de Bs As;0.0012;0;0;0;0.0012;0;;;;;;;;;;;;;;;;;;
2017;Córdoba;45343.4;11922.2;410;3922;29089.2;0;;;;;;;;;;;;;;;;;;
2017;Corrientes;2388.387;256.03;1249.578;0;882.779;0;;;;;;;;;;;;;;;;;;
2017;Entre Ríos;372;47;3;102;220;0;;;;;;;;;;;;;;;;;;
2017;Formosa;1342.632;0;0,65;31.448;1310.534;0;;;;;;;;;;;;;;;;;;
2017;Jujuy;2105.63;584.01;71.31;707.08;743.23;0;;;;;;;;;;;;;;;;;;
2017;La Pampa;964407.5;455174.8;0;322306.5;186926.2;0;;;;;;;;;;;;;;;;;;
2017;La Rioja;734;0;0;0;734;0;;;;;;;;;;;;;;;;;;
2017;Mendoza;418798.8;78524;244.6;146563.3;193466.9;0;;;;;;;;;;;;;;;;;;
2017;Misiones;1775;0;61;4;1710;0;;;;;;;;;;;;;;;;;;
2017;Neuquén;6787.2663;228.0035;89.1498;1610.8264;4859.2866;0;;;;;;;;;;;;;;;;;;
2017;Río Negro;61076.4595;5.5387;3.2432;11970.73175;49096.94585;0;;;;;;;;;;;;;;;;;;
2017;Salta;4477.3855;101.795;8.7;1961.4337;2405.4568;0;;;;;;;;;;;;;;;;;;
2017;San Juan;12021.5;0;0;115;11906.5;0;;;;;;;;;;;;;;;;;;
2017;San Luis;39;0;0;0;39;0;;;;;;;;;;;;;;;;;;
2017;Santa Cruz;303.201;0;0;5.2;298.001;0;;;;;;;;;;;;;;;;;;
2017;Santa Fe;1303;75;123;101;1004;0;;;;;;;;;;;;;;;;;;
2017;Santiago del Estero;1784;10;31;752;991;0;;;;;;;;;;;;;;;;;;
2017;Tierra del Fuego;5.214;1.567;2.134;0.735;0.778;0;;;;;;;;;;;;;;;;;;
2017;Tucumán;178.25;21.46;0;92.24;64.55;0;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
